Entity,Year,Annual CO₂ emissions (per capita)
Tajikistan,1881,59.740.268
Turkey,1881,14.637.654
Turkmenistan,1881,19.320.838
Tuvalu,1881,0
Ukraine,1881,1.457.692
United Kingdom,1881,8.958.958
United States,1881,41.242.743
Upper-middle-income countries,1881,20.675.153
Uzbekistan,1881,11.574.888
World,1881,62.059.504
Africa,1882,0
Andorra,1882,0
Armenia,1882,47.006.413
Asia,1882,8.139.693
Asia (excl. China and India),1882,2.146.541
Australia,1882,1.473.972
Austria,1882,21.065.784
Azerbaijan,1882,1.278.766
Belarus,1882,10.330.661
Belgium,1882,5.753.098
Bhutan,1882,0
Brunei,1882,0
Bulgaria,1882,11.999.157
Canada,1882,14.924.102
Cote d'Ivoire,1882,0
Czechia,1882,20.262.692
Denmark,1882,99.552.697
Estonia,1882,22.357.279
Europe,1882,19.344.689
Europe (excl. EU-27),1882,26.412.377
Europe (excl. EU-28),1882,1.802.962
European Union (27),1882,15.426.345
European Union (28),1882,25.402.746
Finland,1882,57.417.113
France,1882,21.170.962
Georgia,1882,3.389.274
Germany,1882,31.931.138
Guinea,1882,0
High-income countries,1882,24.133.143
Hungary,1882,56.704.694
India,1882,8.483.122
Italy,1882,21.094.054
Japan,1882,6.688.372
Kazakhstan,1882,29.078.987
Kyrgyzstan,1882,9.558.918
Latvia,1882,6.408.002
Lithuania,1882,8.332.705
Low-income countries,1882,0
Lower-middle-income countries,1882,13.295.475
Mauritania,1882,0
Moldova,1882,12.755.519
Netherlands,1882,19.669.116
New Zealand,1882,15.168.313
North America,1882,32.425.878
North America (excl. USA),1882,29.378.012
Norway,1882,72.940.433
Oceania,1882,10.351.987
Papua New Guinea,1882,0
Poland,1882,13.610.665
Portugal,1882,2.313.571
Romania,1882,22.634.495
Russia,1882,17.266.305
Sierra Leone,1882,0
Singapore,1882,0
Slovakia,1882,20.129.776
Spain,1882,31.595.033
Sweden,1882,68.161.714
Switzerland,1882,60.506.636
Tajikistan,1882,62.366.877
Turkey,1882,12.224.565
Turkmenistan,1882,20.166.792
Tuvalu,1882,0
Ukraine,1882,15.211.965
United Kingdom,1882,8.960.591
United States,1882,4.517.172
Upper-middle-income countries,1882,21.584.682
Uzbekistan,1882,120.847.374
World,1882,6.510.816
Africa,1883,0
Andorra,1883,0
Armenia,1883,5.300.894
Asia,1883,89.494.325
Asia (excl. China and India),1883,23.498.202
Australia,1883,17.118.096
Austria,1883,23.169.494
Azerbaijan,1883,14.405.566
Belarus,1883,116.467.975
Belgium,1883,60.405.693
Bhutan,1883,0
Brunei,1883,0
Bulgaria,1883,23.661.142
Canada,1883,16.573.254
Cote d'Ivoire,1883,0
Czechia,1883,21.513.543
Denmark,1883,11.327.895
Estonia,1883,25.143.284
Europe,1883,20.283.248
Europe (excl. EU-27),1883,2.735.934
Europe (excl. EU-28),1883,20.182
European Union (27),1883,16.354.616
European Union (28),1883,26.601.524
Finland,1883,54.882.444
France,1883,2.215.497
Georgia,1883,3.822.755
Germany,1883,33.704.581
Greece,1883,87.331.707
Guinea,1883,0
High-income countries,1883,2.539.306
Hungary,1883,64.173.406
India,1883,935.244
Italy,1883,22.198.184
Japan,1883,715.289
Kazakhstan,1883,3.280.838
Kyrgyzstan,1883,10.781.066
Latvia,1883,717.725
Lithuania,1883,9.345.663
Low-income countries,1883,0
Lower-middle-income countries,1883,14.875.955
Mauritania,1883,0
Moldova,1883,14.385.092
Netherlands,1883,21.548.223
New Zealand,1883,16.568.518
North America,1883,34.348.311
North America (excl. USA),1883,32.598.674
Norway,1883,78.291
Oceania,1883,11.990.659
Papua New Guinea,1883,0
Poland,1883,14.730.229
Portugal,1883,24.098.594
Romania,1883,4.093.677
Russia,1883,19.475.235
Sierra Leone,1883,0
Singapore,1883,0
Slovakia,1883,21.423.404
Spain,1883,34.469.783
Sweden,1883,69.357.955
Switzerland,1883,6.665.993
Tajikistan,1883,7.035.723
Turkey,1883,1.273.267
Turkmenistan,1883,2.274.581
Tuvalu,1883,0
Ukraine,1883,17.153.816
United Kingdom,1883,9.250.244
United States,1883,4.764.769
Upper-middle-income countries,1883,24.409.223
Uzbekistan,1883,1.363.372
World,1883,68.749.815
Africa,1884,16.810.493
Andorra,1884,0
Armenia,1884,5.332.429
Asia,1884,9.581.245
Asia (excl. China and India),1884,24.646.757
Australia,1884,18.074.998
Austria,1884,22.380.025
Azerbaijan,1884,14.476.247
Belarus,1884,11.713.022
Belgium,1884,58.942.466
Bhutan,1884,0
Brunei,1884,0
Bulgaria,1884,34.993.063
Canada,1884,18.968.037
Cote d'Ivoire,1884,0
Czechia,1884,22.088.275
Denmark,1884,11.167.043
Estonia,1884,25.223.458
Europe,1884,1.999.645
Europe (excl. EU-27),1884,26.470.745
Europe (excl. EU-28),1884,20.345.695
European Union (27),1884,16.396.843
European Union (28),1884,26.220.012
Finland,1884,6.593.318
France,1884,21.234.424
Georgia,1884,3.846.198
Germany,1884,34.352.546
Guinea,1884,0
High-income countries,1884,2.542.969
Hungary,1884,67.773.074
India,1884,10.376.405
Italy,1884,24.416.532
Japan,1884,7.733.513
Kazakhstan,1884,33.019.838
Kyrgyzstan,1884,10.846.687
Latvia,1884,71.709.454
Lithuania,1884,93.501.866
Low-income countries,1884,0
Lower-middle-income countries,1884,15.552.721
Mauritania,1884,0
Moldova,1884,14.471.468
Netherlands,1884,21.320.136
New Zealand,1884,18.466.936
North America,1884,35.614.488
North America (excl. USA),1884,37.279.195
Norway,1884,7.984.825
Oceania,1884,12.900.813
Papua New Guinea,1884,0
Peru,1884,11.801.276
Poland,1884,15.131.547
Portugal,1884,25.196.797
Romania,1884,47.285.717
Russia,1884,19.595.242
Sierra Leone,1884,0
Singapore,1884,0
Slovakia,1884,2.204.819
South Africa,1884,50.736.433
South America,1884,121.774.676
Spain,1884,34.099.776
Sweden,1884,7.620.438
Switzerland,1884,68.185.574
Tajikistan,1884,7.080.073
Turkey,1884,13.809.907
Turkmenistan,1884,22.885.028
Tuvalu,1884,0
Ukraine,1884,17.255.226
United Kingdom,1884,8.935.579
United States,1884,4.911.519
Upper-middle-income countries,1884,24.718.013
Uzbekistan,1884,13.720.697
World,1884,69.031.864
Africa,1885,27.865.346
Andorra,1885,0
Armenia,1885,57.548.482
Asia,1885,9.928.866
Asia (excl. China and India),1885,27.212.817
Australia,1885,18.771.107
Austria,1885,23.318.892
Azerbaijan,1885,15.606.324
Belarus,1885,12.637.252
Belgium,1885,57.027.802
Bhutan,1885,0
Bosnia and Herzegovina,1885,30.853.318
Brunei,1885,0
Bulgaria,1885,23.000.953
Canada,1885,17.982.968
Cote d'Ivoire,1885,0
Croatia,1885,22.503.752
Czechia,1885,23.052.545
Denmark,1885,11.594.682
Estonia,1885,27.146.345
Europe,1885,19.910.889
Europe (excl. EU-27),1885,26.076.107
Europe (excl. EU-28),1885,21.973.449
European Union (27),1885,16.478.333
European Union (28),1885,2.605.834
Finland,1885,9.998.772
France,1885,20.371.127
Georgia,1885,41.515.395
Germany,1885,3.481.745
Guinea,1885,0
High-income countries,1885,25.343.766
Hungary,1885,681.377
India,1885,9.273
Italy,1885,27.593.336
Japan,1885,8.683.663
Kazakhstan,1885,35.652.158
Kyrgyzstan,1885,117.072.046
Latvia,1885,7.686.267
Lithuania,1885,10.035.757
Low-income countries,1885,0
Lower-middle-income countries,1885,15.644.683
Mauritania,1885,0
Moldova,1885,15.618.293
Montenegro,1885,12.744.387
Netherlands,1885,22.019.415
New Zealand,1885,19.203.551
North America,1885,3.547.096
North America (excl. USA),1885,35.314.363
North Macedonia,1885,36.932.463
Norway,1885,9.091.223
Oceania,1885,13.515.136
Papua New Guinea,1885,0
Peru,1885,11.654.712
Poland,1885,15.575.616
Portugal,1885,23.151.828
Romania,1885,4.481.207
Russia,1885,21.151.401
Serbia,1885,6.815.228
Sierra Leone,1885,0
Singapore,1885,0
Slovakia,1885,23.065.588
Slovenia,1885,45.382.916
South Africa,1885,8.365.839
South America,1885,11.941.374
Spain,1885,33.287.987
Sweden,1885,81.813.866
Switzerland,1885,70.712.334
Tajikistan,1885,7.643.458
Turkey,1885,15.160.312
Turkmenistan,1885,24.701.364
Tuvalu,1885,0
Ukraine,1885,18.620.925
United Kingdom,1885,8.759.362
United States,1885,4.885.538
Upper-middle-income countries,1885,26.824.256
Uzbekistan,1885,14.813.535
World,1885,69.036.317
Africa,1886,36.027.696
Andorra,1886,0
Armenia,1886,5.847.978
Asia,1886,10.535.922
Asia (excl. China and India),1886,28.159.421
Australia,1886,179.794
Austria,1886,21.814.244
Azerbaijan,1886,15.842.292
Belarus,1886,12.838.264
Belgium,1886,5.481.871
Bhutan,1886,0
Brunei,1886,0
Bulgaria,1886,226.778
Canada,1886,18.977.568
Cote d'Ivoire,1886,0
Czechia,1886,2.408.932
Denmark,1886,11.000.811
Estonia,1886,27.509.758
Europe,1886,1.973.728
Europe (excl. EU-27),1886,25.660.825
Europe (excl. EU-28),1886,22.206.889
European Union (27),1886,16.434.736
European Union (28),1886,25.826.128
Finland,1886,57.493.582
France,1886,2.016.362
Georgia,1886,4.219.457
Germany,1886,34.883.993
Guinea,1886,0
High-income countries,1886,2.548.098
Hungary,1886,6.339.297
India,1886,10.368.174
Italy,1886,27.249.047
Japan,1886,9.268.413
Kazakhstan,1886,36.246.544
Kyrgyzstan,1886,11.898.249
Latvia,1886,7.757.595
Lithuania,1886,101.426.445
Low-income countries,1886,0
Lower-middle-income countries,1886,1.647.156
Mauritania,1886,0
Moldova,1886,15.871.708
Netherlands,1886,22.225.852
New Zealand,1886,19.589.386
North America,1886,3.676.312
North America (excl. USA),1886,37.236.616
Norway,1886,88.498.867
Oceania,1886,13.211.308
Papua New Guinea,1886,0
Peru,1886,23.019.926
Poland,1886,15.737.689
Portugal,1886,25.368.288
Romania,1886,47.798.406
Russia,1886,21.497.987
Sierra Leone,1886,0
Singapore,1886,0
Slovakia,1886,24.160.447
South Africa,1886,10.759.545
South America,1886,23.417.332
Spain,1886,35.032.672
Sweden,1886,7.981.141
Switzerland,1886,7.183.012
Tajikistan,1886,77.698.365
Turkey,1886,10.522.447
Turkmenistan,1886,25.105.038
Tuvalu,1886,0
Ukraine,1886,18.921.341
United Kingdom,1886,8.611.424
United States,1886,50.466.657
Upper-middle-income countries,1886,27.225.632
Uzbekistan,1886,15.059.528
World,1886,6.959.667
Africa,1887,35.830.968
Andorra,1887,0
Argentina,1887,354.299
Armenia,1887,61.312.072
Asia,1887,12.109.704
Asia (excl. China and India),1887,32.902.338
Australia,1887,18.067.008
Austria,1887,2.330.971
Azerbaijan,1887,16.592.176
Belarus,1887,13.456.374
Belgium,1887,57.455.373
Bhutan,1887,0
Brunei,1887,0
Bulgaria,1887,3.353.877
Canada,1887,21.651.986
Cote d'Ivoire,1887,0
Czechia,1887,25.151.794
Denmark,1887,11.173.227
Estonia,1887,2.876.272
Europe,1887,20.329.983
Europe (excl. EU-27),1887,2.613.387
Europe (excl. EU-28),1887,23.168.428
European Union (27),1887,17.089.758
European Union (28),1887,26.601.374
Finland,1887,566.729
France,1887,2.119.315
Georgia,1887,44.245.835
Germany,1887,3.611.334
Guinea,1887,0
High-income countries,1887,26.456.926
Hungary,1887,6.287.152
India,1887,11.375.812
Italy,1887,3.298.038
Japan,1887,11.401.958
Kazakhstan,1887,38.020.298
Kyrgyzstan,1887,12.476.049
Latvia,1887,8.077.966
Lithuania,1887,10.575.938
Low-income countries,1887,0
Lower-middle-income countries,1887,17.579.963
Mauritania,1887,0
Moldova,1887,16.641.127
Netherlands,1887,22.357.767
New Zealand,1887,20.063.896
North America,1887,38.651.457
North America (excl. USA),1887,42.448.357
Norway,1887,8.499.257
Oceania,1887,13.432.807
Papua New Guinea,1887,0
Peru,1887,22.734.026
Poland,1887,15.619.694
Portugal,1887,2.589.812
Romania,1887,5.182.647
Russia,1887,22.543.652
Sierra Leone,1887,0
Singapore,1887,0
Slovakia,1887,2.528.623
South Africa,1887,1.064.474
South America,1887,34.208.223
Spain,1887,3.512.376
Sweden,1887,8.054.096
Switzerland,1887,774.655
Tajikistan,1887,8.149.034
Turkey,1887,1.894.404
Turkmenistan,1887,26.325
Tuvalu,1887,0
Ukraine,1887,19.836.748
United Kingdom,1887,8.762.649
United States,1887,52.776.074
Upper-middle-income countries,1887,30.764.256
Uzbekistan,1887,15.795.444
World,1887,7.253.166
Africa,1888,60.305.005
Andorra,1888,0
Argentina,1888,2.818.575
Armenia,1888,6.336.367
Asia,1888,13.386.358
Asia (excl. China and India),1888,36.284.853
Australia,1888,19.493.544
Austria,1888,22.532.377
Azerbaijan,1888,17.129.804
Belarus,1888,13.903.134
Belgium,1888,60.405.674
Bhutan,1888,0
Brunei,1888,0
Bulgaria,1888,5.511.261
Canada,1888,28.083.618
Cote d'Ivoire,1888,0
Czechia,1888,26.797.128
Denmark,1888,12.447.714
Estonia,1888,29.644.057
Europe,1888,21.371.117
Europe (excl. EU-27),1888,2.695.247
Europe (excl. EU-28),1888,24.098.553
European Union (27),1888,18.250.954
European Union (28),1888,27.982.974
Finland,1888,5.267.168
France,1888,22.001.383
Georgia,1888,45.735.274
Germany,1888,39.121.675
Greece,1888,8.294.393
Guinea,1888,0
High-income countries,1888,2.904.632
Hungary,1888,6.779.306
India,1888,12.549.144
Italy,1888,35.167.447
Japan,1888,1.306.304
Kazakhstan,1888,39.312.205
Kyrgyzstan,1888,12.895.387
Latvia,1888,8.291.678
Lithuania,1888,10.870.484
Low-income countries,1888,0
Lower-middle-income countries,1888,18.649.688
Mauritania,1888,0
Moldova,1888,17.198.977
Netherlands,1888,24.527.774
New Zealand,1888,21.546.433
North America,1888,46.230.874
North America (excl. USA),1888,5.501.022
Norway,1888,97.926.545
Oceania,1888,14.593.703
Papua New Guinea,1888,0
Peru,1888,22.451.682
Poland,1888,17.137.668
Portugal,1888,27.678.412
Romania,1888,61.527.207
Russia,1888,23.303.105
Sierra Leone,1888,0
Singapore,1888,0
Slovakia,1888,27.004.611
South Africa,1888,17.821.977
South America,1888,27.570.114
Spain,1888,3.660.981
Sweden,1888,8.952.767
Switzerland,1888,7.879.734
Tajikistan,1888,8.424.817
Turkey,1888,20.521.231
Turkmenistan,1888,2.721.069
Tuvalu,1888,0
Ukraine,1888,20.499.913
United Kingdom,1888,9.038.788
United States,1888,62.780.514
Upper-middle-income countries,1888,31.563.498
Uzbekistan,1888,16.331.086
World,1888,7.970.655
Africa,1889,9.820.405
Andorra,1889,0
Argentina,1889,5.382.404
Armenia,1889,6.780.139
Asia,1889,156.566
Asia (excl. China and India),1889,4.227.781
Australia,1889,21.058.218
Austria,1889,2.405.366
Azerbaijan,1889,18.310.079
Belarus,1889,14.872.596
Belgium,1889,6.112.805
Bhutan,1889,0
Brunei,1889,0
Bulgaria,1889,760.643
Canada,1889,23.566.074
Cote d'Ivoire,1889,0
Czechia,1889,28.200.765
Denmark,1889,13.161.232
Estonia,1889,31.632.486
Europe,1889,2.220.028
Europe (excl. EU-27),1889,2.775.541
Europe (excl. EU-28),1889,2.597.011
European Union (27),1889,19.090.282
European Union (28),1889,29.046.853
Finland,1889,69.270.976
France,1889,22.501.442
Georgia,1889,48.945.714
Germany,1889,41.315.155
Guinea,1889,0
High-income countries,1889,28.687.153
Hungary,1889,7.229.818
India,1889,14.703.918
Indonesia,1889,109.834.225
Italy,1889,36.085.936
Japan,1889,15.664.284
Kazakhstan,1889,4.208.518
Kyrgyzstan,1889,13.800.089
Latvia,1889,8.811.983
Lithuania,1889,115.682.915
Low-income countries,1889,0
Lower-middle-income countries,1889,20.732.721
Mauritania,1889,0
Moldova,1889,18.404.084
Netherlands,1889,23.686.888
New Zealand,1889,20.254.722
North America,1889,4.064.583
North America (excl. USA),1889,46.114.436
Norway,1889,1.111.468
Oceania,1889,15.473.624
Papua New Guinea,1889,0
Peru,1889,22.190.353
Poland,1889,1.827.004
Portugal,1889,315.689
Romania,1889,62.578.134
Russia,1889,24.939.802
Sierra Leone,1889,0
Singapore,1889,0
Slovakia,1889,28.486.912
South Africa,1889,28.852.092
South America,1889,5.306.451
Spain,1889,3.862.452
Sweden,1889,10.399.652
Switzerland,1889,8.647.928
Tajikistan,1889,901.786
Turkey,1889,30.743.694
Turkmenistan,1889,29.120.559
Tuvalu,1889,0
Ukraine,1889,2.193.428
United Kingdom,1889,9.284.015
United States,1889,55.148.797
Upper-middle-income countries,1889,3.557.929
Uzbekistan,1889,17.481.904
World,1889,79.146.993
Africa,1890,22.003.131
Andorra,1890,0
Argentina,1890,4.070.106
Armenia,1890,7.607.711
Asia,1890,17.043.827
Asia (excl. China and India),1890,45.760.326
Australia,1890,1.786.267
Austria,1890,24.127.743
Azerbaijan,1890,20.523.493
Belarus,1890,16.683.336
Belgium,1890,65.460.663
Bhutan,1890,0
Bosnia and Herzegovina,1890,8.631.642
Brunei,1890,0
Bulgaria,1890,9.639.946
Canada,1890,25.630.736
Cote d'Ivoire,1890,0
Croatia,1890,6.456.727
Czechia,1890,29.978.473
Denmark,1890,12.484.511
Estonia,1890,3.539.579
Europe,1890,23.038.516
Europe (excl. EU-27),1890,2.831.742
Europe (excl. EU-28),1890,287.487
European Union (27),1890,20.078.304
European Union (28),1890,30.092.933
Finland,1890,8.856.937
France,1890,2.474.375
Georgia,1890,5.492.963
Germany,1890,427.808
Greenland,1890,0
Guinea,1890,0
High-income countries,1890,30.900.445
Hungary,1890,79.435.486
India,1890,16.115.645
Indonesia,1890,43.410.328
Italy,1890,3.888.937
Japan,1890,16.768.903
Kazakhstan,1890,4.724.463
Kyrgyzstan,1890,1.548.638
Latvia,1890,98.203.294
Lithuania,1890,12.909.588
Low-income countries,1890,0
Lower-middle-income countries,1890,23.060.959
Malaysia,1890,48.424.774
Mauritania,1890,0
Moldova,1890,20.651.236
Montenegro,1890,35.326.446
Netherlands,1890,22.687.502
New Zealand,1890,21.465.983
North America,1890,47.641.773
North America (excl. USA),1890,50.014.514
North Macedonia,1890,10.588.654
Norway,1890,10.327.786
Oceania,1890,13.625.519
Papua New Guinea,1890,0
Peru,1890,32.923.713
Poland,1890,18.654.754
Portugal,1890,33.432.275
Romania,1890,7.775.446
Russia,1890,27.989.405
Serbia,1890,1.930.841
Sierra Leone,1890,0
Singapore,1890,0
Slovakia,1890,30.354.884
Slovenia,1890,130.435.135
South Africa,1890,64.224.645
South America,1890,40.776.867
Spain,1890,41.346.508
Sweden,1890,10.320.369
Switzerland,1890,97.156.745
Tajikistan,1890,101.221.226
Turkey,1890,2.778.729
Turkmenistan,1890,3.267.991
Tuvalu,1890,0
Ukraine,1890,2.461.025
United Kingdom,1890,9.419.005
United States,1890,6.468.085
Upper-middle-income countries,1890,39.204.247
Uzbekistan,1890,19.623.812
World,1890,85.456.306
Africa,1891,21.923.848
Andorra,1891,0
Argentina,1891,26.974.142
Armenia,1891,82.992.464
Asia,1891,19.333.903
Asia (excl. China and India),1891,529.413
Australia,1891,2.201.454
Austria,1891,27.395.053
Azerbaijan,1891,2.236.597
Belarus,1891,1.819.503
Belgium,1891,61.506.577
Bhutan,1891,0
Bosnia and Herzegovina,1891,9.944.173
Brunei,1891,0
Bulgaria,1891,11.612.405
Canada,1891,28.485.932
Cote d'Ivoire,1891,0
Croatia,1891,7.466.364
Czechia,1891,3.086.397
Denmark,1891,1.328.456
Estonia,1891,38.507.262
Europe,1891,23.660.624
Europe (excl. EU-27),1891,28.855.445
Europe (excl. EU-28),1891,31.862.035
European Union (27),1891,20.743.093
European Union (28),1891,3.083.423
Finland,1891,92.074.916
France,1891,2.474.684
Georgia,1891,5.993.334
Germany,1891,448.249
Guinea,1891,0
High-income countries,1891,32.012.043
Hungary,1891,8.292.912
India,1891,17.284.762
Indonesia,1891,64.376.806
Italy,1891,3.482.069
Japan,1891,1.997.487
Kazakhstan,1891,5.156.434
Kyrgyzstan,1891,16.896.416
Latvia,1891,106.402.166
Lithuania,1891,14.006.442
Low-income countries,1891,0
Lower-middle-income countries,1891,25.019.038
Malaysia,1891,1.171.324
Mauritania,1891,0
Mexico,1891,44.495.516
Moldova,1891,2.252.952
Montenegro,1891,4.057.787
Netherlands,1891,25.951.877
New Zealand,1891,22.041.557
North America,1891,4.995.775
North America (excl. USA),1891,5.763.225
